USER,SUB,SUB_PERIOD,SUB_START_TS,SUB_END_TS,PRICE,PRICE_USD,CURRENCY,COUNTRY_CODE
19,bronze,month,2020-10-14T06:33:10-04:00,11/14/20,7.95,10.12429346,GBP,GB
23,bronze,month,2020-11-10T06:42:36-05:00,12/10/20,12,12,USD,US
92,silver,month,2022-07-11T10:45:41-04:00,8/11/22,,,,US
4,bronze,month,2020-09-09T03:49:18-04:00,10/9/20,10,11.63838242,EUR,FR
88,bronze,year,2022-09-10T00:09:07-04:00,9/10/23,714,64.62800138,SEK,SE
58,silver,year,2022-10-28T21:45:53-04:00,10/29/23,288,205.957782,CAD,CA
52,bronze,year,2022-10-02T20:40:03-04:00,10/3/23,101,72.22824994,CAD,CA
73,bronze,year,2021-05-21T21:28:30-04:00,5/12/22,84,84,USD,US
8,bronze,month,2020-06-01T06:17:50-04:00,7/1/20,9.95,9.95,USD,US
52,bronze,year,2021-03-30T06:26:20-04:00,3/30/22,0,0,USD,US
86,bronze,month,2020-07-05T14:29:04-04:00,8/5/20,12,12,USD,US
65,bronze,month,2021-06-21T22:13:03-04:00,7/22/21,12,12,USD,US
30,bronze,month,2021-11-07T19:56:30-05:00,12/8/21,12,12,USD,BH
17,silver,year,2022-01-15T23:22:46-05:00,1/16/23,240,240,USD,US
90,bronze,month,2022-03-13T21:42:47-04:00,4/14/22,12,12,USD,US
37,bronze,month,2019-01-12T04:05:26-05:00,2/12/19,12,12,USD,US
34,bronze,year,2022-06-17T21:48:06-04:00,6/18/23,84,84,USD,US
29,bronze,month,2019-07-06T08:38:50-04:00,8/6/19,800,12.46629376,RUB,RU
33,bronze,year,2023-02-03T01:29:45-05:00,2/3/24,49.95,52.56201372,EUR,DE
7,bronze,month,2023-01-26T01:55:11-05:00,2/26/23,9.95,9.95,USD,US
71,bronze,year,2020-12-04T09:21:53-05:00,12/4/21,59.95,59.95,USD,US
4,bronze,year,2022-01-30T19:42:29-05:00,1/6/23,1080,52.26905894,MXN,MX
14,bronze,month,2020-07-15T00:22:17-04:00,8/15/20,12400,10.2633374,KRW,KR
82,bronze,year,2023-02-11T00:27:27-05:00,2/11/24,49.95,52.56201372,EUR,DE
59,bronze,month,2020-03-03T03:26:22-05:00,4/3/20,12,12,USD,US
12,bronze,month,2023-02-02T01:00:56-05:00,3/2/23,12,12,USD,US
85,silver,year,2022-10-24T17:30:14-04:00,10/22/23,240,240,USD,BR
25,silver,month,2022-05-11T17:04:09-04:00,6/11/22,24.99,25.91205724,EUR,IT
30,bronze,month,2022-03-15T16:05:11-04:00,4/15/22,9.99,7.221240194,AUD,AU
43,bronze,month,2022-12-13T19:43:12-05:00,1/14/23,15,15,USD,CO
87,bronze,month,2019-08-15T04:43:37-04:00,9/15/19,35,8.836420191,PLN,PL
18,bronze,month,2020-10-08T12:17:09-04:00,11/8/20,11.64,11.64,USD,MX
53,bronze,month,2019-05-25T03:52:50-04:00,6/15/19,35,8.991391493,PLN,PL
35,bronze,year,2020-05-04T09:14:27-04:00,5/4/21,59.95,59.95,USD,US
8,bronze,month,2023-01-16T22:11:02-05:00,2/17/23,160,8.29757392,MXN,MX
65,bronze,year,2021-08-13T21:43:09-04:00,7/20/22,84,84,USD,GH
8,bronze,month,2019-12-19T05:06:45-05:00,1/19/20,10,12.83372412,GBP,GB
85,bronze,month,2022-02-28T18:54:16-05:00,3/31/22,11.65,11.65,USD,AU
16,bronze,month,2021-06-26T21:57:55-04:00,7/27/21,11,11.95470217,CHF,CH
66,bronze,year,2023-03-23T04:43:56-04:00,3/23/24,88200,67.1582142,KRW,KR
68,silver,year,2022-09-23T00:33:53-04:00,9/23/23,288.12,189.493475,AUD,AU
43,bronze,month,2022-02-18T22:13:19-05:00,3/19/22,12,12,USD,US
29,bronze,month,2021-11-16T20:58:19-05:00,12/17/21,10,11.20832449,EUR,FR
30,bronze,year,2023-01-06T19:40:08-05:00,1/7/24,101,73.88640153,CAD,CA
69,bronze,year,2022-10-08T06:24:57-04:00,10/8/23,69,66.22599914,EUR,FR
3,silver,year,2020-11-10T12:38:39-05:00,11/10/21,192,192,USD,BR
12,platinum,year,2021-05-05T16:41:03-04:00,5/5/22,894.08,894.08,USD,US
15,bronze,year,2020-08-22T06:57:11-04:00,8/22/21,59.95,59.95,USD,US
33,bronze,year,2021-10-12T20:28:19-04:00,10/13/22,84,84,USD,US
5,bronze,month,2020-08-19T12:22:27-04:00,9/19/20,12,12,USD,US
19,bronze,year,2023-01-06T21:58:36-05:00,1/7/24,84,84,USD,US
57,bronze,year,2020-11-28T07:26:01-05:00,11/28/21,69,89.60763069,GBP,GB
36,bronze,month,2020-03-15T06:50:39-04:00,4/15/20,12,7.187194625,AUD,AU
39,bronze,month,2019-07-29T04:17:41-04:00,8/29/19,12,8.228956139,AUD,AU
2,silver,month,2021-04-13T17:47:13-04:00,5/13/21,24.99,24.99,USD,US
49,bronze,month,2020-10-30T06:30:15-04:00,11/30/20,12,12,USD,AE
11,bronze,month,2022-04-23T23:20:54-04:00,5/24/22,12,12,USD,US
74,bronze,month,2023-01-11T23:52:46-05:00,2/12/23,9.95,9.95,USD,US
75,silver,year,2020-03-27T05:01:45-04:00,3/27/21,240,240,USD,US
7,silver,year,2021-03-13T03:32:49-05:00,3/13/22,189,222.8928676,EUR,PT
42,bronze,month,2020-12-01T05:20:31-05:00,1/1/21,10,11.91457699,EUR,DE
15,bronze,month,2019-04-02T14:04:53-04:00,5/2/19,10,11.02515656,EUR,ES
36,silver,year,2022-04-05T21:19:34-04:00,4/6/23,399,399,USD,US
14,silver,year,2020-03-05T21:33:51-05:00,2/26/21,199,199,USD,US
10,silver,year,2022-01-01T20:23:01-05:00,1/2/23,189,211.688861,EUR,FI
53,bronze,month,2022-05-15T23:44:55-04:00,6/16/22,7.95,8.243331535,EUR,JP
91,bronze,month,2019-07-08T05:17:40-04:00,8/8/19,12,12,USD,US
89,bronze,month,2021-05-14T20:31:18-04:00,6/14/21,12,12,USD,CO
14,bronze,year,2019-11-16T03:43:08-05:00,11/16/20,84,84,USD,US
66,silver,year,2020-01-09T05:58:53-05:00,1/9/21,240,240,USD,HK
20,bronze,month,2021-12-27T22:20:28-05:00,1/28/22,12,8.415581573,AUD,AU
69,silver,year,2021-04-29T22:45:20-04:00,4/30/22,240,240,USD,US
12,bronze,year,2020-01-01T05:23:41-05:00,12/6/20,2520,83.0628482,TWD,TW
48,silver,month,2023-01-11T21:21:33-05:00,2/11/23,24.99,24.99,USD,US
18,silver,year,2023-02-27T14:04:15-05:00,1/22/26,240,240,USD,US
19,bronze,month,2021-03-14T04:39:00-04:00,4/14/21,13,10.18921214,CAD,CA
70,bronze,month,2020-03-22T03:22:17-04:00,4/22/20,10,12.03104253,GBP,GB
67,bronze,year,2019-08-30T07:37:03-04:00,9/16/20,84,84,USD,US
17,bronze,month,2021-05-12T00:41:19-04:00,6/12/21,12,9.149078455,AUD,AU
64,silver,year,2019-09-03T12:35:51-04:00,9/3/21,189,204.646667,EUR,BE
57,silver,month,2021-02-28T17:50:44-05:00,3/31/21,24.99,24.99,USD,US
13,silver,year,2021-03-06T08:07:43-05:00,3/6/22,240,240,USD,US
19,bronze,month,2020-08-15T04:05:42-04:00,9/15/20,10,11.53062149,EUR,BE
77,bronze,month,2022-03-06T20:05:50-05:00,4/7/22,12,8.674162396,AUD,GB
81,bronze,month,2020-09-13T03:33:40-04:00,10/13/20,12,12,USD,US
31,bronze,month,2022-11-16T20:58:21-05:00,12/17/22,12,12,USD,EC
2,bronze,month,2022-02-08T19:58:19-05:00,3/9/22,12,12,USD,US
24,silver,month,2022-06-12T22:10:19-04:00,7/12/22,40.99,28.36075715,AUD,AU
58,bronze,year,2020-03-01T06:58:47-05:00,3/1/21,59.95,59.95,USD,US
54,bronze,month,2020-07-20T07:48:42-04:00,8/20/20,9.95,9.95,USD,US
10,bronze,month,2021-05-01T22:10:43-04:00,6/2/21,10,13.80367742,GBP,GB
21,bronze,month,2021-04-10T00:39:28-04:00,5/10/21,12,12,USD,US
84,bronze,month,2021-06-08T18:07:47-04:00,7/8/21,6.99,6.99,USD,US
12,bronze,month,2020-02-21T16:52:42-05:00,3/21/20,12,12,USD,US
76,bronze,year,2019-01-22T09:44:00-05:00,1/22/20,59.95,59.95,USD,US
81,silver,month,2022-11-16T00:57:09-05:00,12/16/22,24.99,24.99,USD,US
66,bronze,year,2021-04-11T22:46:02-04:00,4/12/22,84,84,USD,US
5,bronze,year,2019-04-23T08:59:27-04:00,4/23/20,8400,74.15265816,JPY,JP
35,bronze,year,2021-05-05T22:07:08-04:00,5/6/22,84,84,USD,US
81,bronze,month,2023-04-05T23:44:32-04:00,5/6/23,12,12,USD,US
87,bronze,month,2020-06-01T03:52:48-04:00,7/1/20,13,9.397006345,CAD,CA
44,bronze,year,2019-01-14T05:18:36-05:00,1/14/20,49.95,63.37761209,GBP,GB
31,bronze,month,2022-08-29T21:41:57-04:00,9/30/22,12,12,USD,US
2,bronze,month,2020-01-11T05:34:07-05:00,2/11/20,10,10.89941019,EUR,IT
77,silver,month,2022-01-05T13:11:23-05:00,2/5/22,24.99,24.99,USD,US
2,bronze,year,2020-07-07T03:23:29-04:00,7/7/21,101,69.82727238,AUD,AU
42,bronze,month,2021-05-27T14:30:46-04:00,6/27/21,11.82,11.82,USD,US
1,silver,year,2022-04-12T00:09:14-04:00,4/12/23,240,240,USD,US
2,bronze,year,2019-06-03T09:07:51-04:00,6/3/20,59.95,59.95,USD,US
47,bronze,month,2022-11-03T23:50:52-04:00,12/4/22,12,12,USD,BR
92,silver,month,2021-11-30T21:56:23-05:00,12/31/21,35,35,USD,US
78,silver,month,2021-07-03T21:14:15-04:00,8/3/21,499,24.60153977,MXN,MX
86,bronze,month,2021-02-16T05:25:38-05:00,3/16/21,12,12,USD,US
59,bronze,month,2022-05-24T14:54:03-04:00,6/24/22,11.34,11.34,USD,US
65,bronze,month,2021-04-27T01:32:21-04:00,5/27/21,9.95,9.95,USD,US
91,bronze,year,2019-10-17T05:11:27-04:00,10/17/20,84,84,USD,US
74,bronze,month,2021-08-14T20:29:20-04:00,9/10/21,12,12,USD,US
44,bronze,month,2023-04-03T23:08:00-04:00,5/4/23,13,9.344122398,CAD,CA
25,silver,year,2019-11-11T14:31:22-05:00,11/11/20,189,205.0218184,EUR,SI
67,bronze,year,2021-09-30T20:29:15-04:00,10/1/22,69,93.47294823,GBP,GB
44,bronze,year,2020-12-19T05:06:35-05:00,12/19/21,84,84,USD,US
72,bronze,year,2022-03-25T13:04:45-04:00,3/2/23,84,84,USD,US
75,bronze,month,2019-01-01T04:02:36-05:00,2/1/19,10,12.68821063,GBP,GB
28,bronze,month,2023-03-23T10:52:29-04:00,4/23/23,11.21,11.21,USD,US
83,silver,year,2019-08-01T06:28:51-04:00,8/1/20,621999,510.7245607,KRW,KR
55,silver,year,2020-02-26T08:42:47-05:00,2/26/21,189,203.6124118,EUR,BE
79,silver,year,2019-03-11T13:46:27-04:00,3/11/20,3120,159.901511,MXN,US
73,bronze,year,2021-04-17T22:00:41-04:00,4/18/22,69.95,54.69648653,CAD,CA
28,bronze,month,2021-07-26T23:14:45-04:00,8/27/21,12,12,USD,US
36,bronze,year,2021-08-31T23:07:30-04:00,9/1/22,84,84,USD,US
12,bronze,month,2023-02-18T21:56:13-05:00,3/19/23,12,12,USD,CO
88,bronze,month,2019-06-22T05:45:42-04:00,7/22/19,12,12,USD,ZA
74,bronze,month,2022-10-31T22:04:01-04:00,12/1/22,12,12,USD,CO
50,bronze,year,2019-10-14T22:29:57-04:00,10/14/20,84,84,USD,US
68,bronze,month,2021-10-21T19:32:02-04:00,11/21/21,11.69,11.69,USD,US
75,silver,month,2022-06-19T19:22:16-04:00,7/19/22,32.99,25.37621456,CAD,US
33,silver,month,2020-03-29T09:09:30-04:00,4/29/20,19.38,19.38,USD,US
43,bronze,year,2020-10-10T05:04:10-04:00,10/10/21,59.95,59.95,USD,CZ
66,bronze,month,2019-05-16T06:08:06-04:00,6/16/19,10,11.0008494,EUR,ES
74,bronze,year,2020-09-27T07:09:35-04:00,9/27/21,69,87.6079944,GBP,GB
63,bronze,month,2021-06-09T17:24:36-04:00,7/9/21,4.99,6.88803503,GBP,GB
11,bronze,month,2020-08-25T07:50:47-04:00,9/25/20,35,9.171816528,PLN,PL
47,silver,month,2022-05-19T06:47:51-04:00,6/19/22,102.9,20.36442306,BRL,BR
88,silver,year,2020-08-08T03:31:49-04:00,8/8/21,189,242.5629196,GBP,GB
84,silver,year,2020-05-01T10:16:09-04:00,5/1/21,240,240,USD,US
55,bronze,year,2022-05-29T22:09:55-04:00,5/30/23,101,69.89481509,AUD,AU
31,silver,year,2019-11-13T05:31:33-05:00,11/13/20,528,90.64681011,TRY,TR
22,bronze,year,2021-10-06T00:27:32-04:00,9/10/22,69,92.95231517,GBP,GB
14,bronze,month,2022-05-04T00:33:36-04:00,6/4/22,11.41,11.41,USD,ID
68,bronze,month,2022-03-29T05:45:15-04:00,4/29/22,10,12.97439822,GBP,US
10,bronze,month,2021-09-19T01:20:13-04:00,10/19/21,13,10.09753497,CAD,CA
57,silver,year,2022-03-03T07:34:36-05:00,3/13/23,479,621.4736745,GBP,GB
19,silver,year,2022-06-23T22:32:46-04:00,6/24/23,240,240,USD,US
88,bronze,month,2020-11-13T06:16:16-05:00,12/13/20,45,13.18223401,ILS,IL
65,bronze,year,2020-07-01T12:40:38-04:00,7/1/21,69,77.70970978,EUR,LU
37,bronze,month,2023-03-09T22:35:15-05:00,4/10/23,160,8.5419416,MXN,CA
63,bronze,year,2021-11-03T06:15:36-04:00,11/7/22,69,77.33743899,EUR,IT
91,silver,year,2022-02-26T10:19:53-05:00,2/26/23,1680,251.7328955,DKK,DK
57,bronze,year,2020-07-13T20:32:02-04:00,7/13/21,8400,77.54233956,JPY,JP
58,bronze,year,2019-08-19T09:19:54-04:00,8/19/20,49.95,54.85692483,EUR,FI
62,bronze,month,2020-12-06T04:02:58-05:00,1/6/21,12,12,USD,AR
38,bronze,month,2020-12-02T04:19:03-05:00,1/2/21,12,12,USD,US
59,bronze,month,2019-01-04T07:35:11-05:00,2/4/19,10,11.26227657,EUR,BG
1,bronze,month,2022-06-22T05:50:07-04:00,7/22/22,6.99,6.99,USD,US
59,silver,year,2022-04-13T22:05:00-04:00,4/14/23,960,292.456782,ILS,IL
53,bronze,year,2019-12-10T12:55:04-05:00,11/28/20,84,84,USD,BO
22,bronze,year,2021-03-08T03:31:45-05:00,3/8/22,69,81.37358658,EUR,CH
38,bronze,year,2019-10-17T13:18:43-04:00,10/17/20,69,74.99773646,EUR,FR
31,bronze,month,2022-01-09T22:46:04-05:00,2/10/22,12,12,USD,US
59,bronze,year,2020-07-13T03:33:38-04:00,7/13/21,84,84,USD,CL
71,bronze,year,2020-07-12T08:07:39-04:00,7/12/21,84,84,USD,US
50,bronze,month,2019-12-09T11:28:53-05:00,1/9/20,9.95,9.95,USD,US
3,bronze,month,2019-10-15T08:33:43-04:00,11/15/19,9.95,9.95,USD,US
26,bronze,month,2020-04-29T03:34:10-04:00,5/29/20,13,9.101148336,CAD,CA
19,bronze,month,2022-08-31T21:10:58-04:00,10/1/22,12,12,USD,US
44,bronze,year,2022-05-30T20:35:21-04:00,5/31/23,84,84,USD,US
70,bronze,year,2022-04-30T20:29:36-04:00,5/1/23,101,79.01820384,CAD,CA
30,bronze,month,2021-10-24T22:48:24-04:00,11/25/21,12,12,USD,ZA
25,silver,year,2022-11-23T22:17:32-05:00,11/24/23,189,188.3169434,EUR,FR
26,bronze,month,2019-12-28T04:35:54-05:00,1/28/20,12,12,USD,US
14,bronze,month,2020-07-26T07:01:59-04:00,8/26/20,10,11.26227678,EUR,IE
74,bronze,month,2023-03-07T23:34:52-05:00,4/8/23,12,12,USD,US
19,silver,year,2020-04-13T20:42:54-04:00,4/13/21,288,177.5558138,AUD,GB
63,silver,year,2021-09-21T03:27:15-04:00,9/21/22,189,218.6737373,EUR,DE
35,silver,year,2021-08-19T20:36:49-04:00,8/20/22,240,240,USD,US
89,silver,month,2021-07-29T08:31:49-04:00,10/4/21,24.99,24.99,USD,US
7,bronze,month,2019-10-18T05:45:05-04:00,10/23/19,12,12,USD,PL
43,bronze,month,2022-07-14T20:38:13-04:00,8/15/22,12,12,USD,US
88,bronze,month,2021-06-17T21:45:58-04:00,7/18/21,13,10.51005497,CAD,CA
57,bronze,month,2021-11-22T23:44:06-05:00,12/22/21,12,12,USD,LK
15,bronze,month,2021-12-27T19:33:06-05:00,1/28/22,10,11.09797426,EUR,ES
62,bronze,year,2021-09-15T04:13:36-04:00,9/15/22,185,21.47951193,TRY,TR
16,bronze,month,2021-01-14T05:48:11-05:00,2/14/21,160,7.896849952,MXN,MX
30,bronze,year,2020-03-17T09:25:52-04:00,3/17/21,49.95,60.09505744,GBP,GB
75,bronze,year,2022-06-16T20:24:18-04:00,6/17/23,84,84,USD,US
81,bronze,month,2021-12-20T21:40:29-05:00,1/21/22,12,12,USD,AR
57,bronze,month,2022-03-31T19:22:15-04:00,4/30/22,6.99,6.99,USD,US
63,bronze,month,2021-06-26T22:54:31-04:00,7/27/21,12400,10.98972692,KRW,KR
30,silver,year,2021-05-13T23:38:21-04:00,5/8/22,189,225.2320163,EUR,IE
17,bronze,month,2022-08-14T21:03:37-04:00,9/14/22,12,12,USD,US
41,bronze,month,2021-07-29T20:58:02-04:00,8/30/21,12,8.767060182,AUD,AU
35,bronze,year,2021-06-28T22:46:14-04:00,6/29/22,84,84,USD,US
15,bronze,month,2019-06-30T03:22:03-04:00,7/31/19,12,12,USD,US
70,silver,year,2021-03-19T08:38:06-04:00,3/19/22,960,285.9577621,ILS,US
71,bronze,year,2020-02-19T05:34:40-05:00,2/19/21,84,84,USD,US
59,silver,year,2022-09-12T00:37:36-04:00,9/12/23,189,182.7167107,EUR,ES
88,bronze,month,2022-06-04T19:59:33-04:00,7/4/22,6.99,6.99,USD,US
37,bronze,month,2019-09-30T05:43:54-04:00,10/31/19,800,12.08348344,RUB,RU
42,silver,year,2020-11-28T05:18:52-05:00,11/28/21,240,240,USD,US
7,bronze,year,2019-06-20T10:01:48-04:00,6/20/20,59.95,59.95,USD,US
18,bronze,year,2022-03-09T19:54:15-05:00,3/10/23,84,84,USD,CZ
72,silver,month,2022-04-10T21:28:35-04:00,5/11/22,35,25.48432947,AUD,AU
88,bronze,month,2019-03-06T09:21:23-05:00,4/6/19,12.16,12.16,USD,US
7,bronze,month,2019-03-19T23:33:19-04:00,4/19/19,9,9,USD,US
76,bronze,month,2020-10-05T12:51:49-04:00,11/5/20,10,11.51426467,EUR,US
21,bronze,year,2019-07-05T09:01:49-04:00,7/5/20,59.95,59.95,USD,US
71,bronze,month,2019-10-28T22:22:39-04:00,11/28/19,11.7,11.7,USD,US
73,silver,year,2021-05-23T20:54:43-04:00,5/24/22,240,240,USD,US
74,silver,year,2021-12-15T23:15:45-05:00,12/16/22,199,199,USD,US
3,bronze,month,2022-10-09T01:30:51-04:00,11/9/22,12,12,USD,US
51,bronze,year,2021-05-06T21:30:17-04:00,5/7/22,101,81.65504247,CAD,CA
15,bronze,month,2022-01-29T20:54:13-05:00,2/28/22,9.95,9.95,USD,US
19,bronze,year,2021-09-02T00:53:48-04:00,9/2/22,59.95,59.95,USD,US
57,bronze,month,2019-04-12T04:33:23-04:00,5/12/19,12,12,USD,US
84,bronze,month,2020-06-16T07:25:34-04:00,7/16/20,9.95,9.95,USD,US
56,silver,year,2020-09-10T06:39:32-04:00,9/10/21,180,180,USD,US
74,silver,year,2021-03-14T09:42:28-04:00,3/9/22,199,199,USD,US
15,bronze,month,2019-11-17T08:13:03-05:00,12/17/19,9.95,9.95,USD,CA
52,bronze,month,2023-01-20T21:10:53-05:00,2/21/23,11,11.67986896,CHF,CH
83,bronze,year,2021-03-26T09:02:19-04:00,3/5/22,59.95,59.95,USD,IN
85,bronze,year,2022-01-22T21:57:14-05:00,1/23/23,59.95,59.95,USD,US
5,bronze,month,2019-10-27T04:46:19-04:00,11/22/19,12,8.020100161,AUD,AU
30,bronze,month,2019-12-20T05:39:13-05:00,1/20/20,10,10.90779382,EUR,IE
12,bronze,year,2022-08-14T02:49:25-04:00,8/14/23,84,84,USD,US
77,bronze,month,2020-12-13T18:58:19-05:00,1/13/21,12,12,USD,US
19,silver,year,2021-10-22T20:52:23-04:00,10/23/22,3120,151.0052663,MXN,US
56,bronze,month,2021-07-19T22:06:44-04:00,8/20/21,12,8.767060182,AUD,AU
41,bronze,month,2022-09-23T23:02:10-04:00,10/24/22,12,12,USD,US
66,bronze,month,2021-03-22T14:41:52-04:00,4/22/21,11.78,11.78,USD,US
62,silver,month,2022-01-06T09:16:50-05:00,2/6/22,24.99,24.99,USD,US
46,platinum,year,2022-03-31T06:15:54-04:00,3/31/23,,,USD,US
42,silver,year,2022-02-25T21:51:36-05:00,2/26/23,159,176.2546957,EUR,DE
74,bronze,year,2021-08-12T04:31:15-04:00,8/12/22,55.2,63.84399072,EUR,FR
48,silver,month,2021-10-12T15:23:16-04:00,11/12/21,24.99,24.99,USD,US
56,bronze,year,2022-11-28T03:14:26-05:00,11/28/23,72,71.73978797,EUR,CZ
46,bronze,year,2021-12-13T06:00:23-05:00,12/13/22,84,84,USD,CN
82,silver,year,2020-05-10T04:28:49-04:00,5/10/21,219,140.1496874,AUD,CA
28,bronze,month,2021-04-28T00:52:16-04:00,5/28/21,9.95,9.95,USD,GB
2,bronze,month,2021-05-29T21:30:38-04:00,6/30/21,1200,10.85130084,JPY,JP
50,bronze,month,2021-08-29T13:49:19-04:00,9/29/21,6.99,6.99,USD,US
83,bronze,year,2023-01-18T00:10:11-05:00,1/18/24,69,73.0198069,EUR,BE
4,platinum,year,2022-10-24T23:46:22-04:00,10/25/23,7500,688.8435225,NOK,NO
8,bronze,month,2019-05-27T13:40:29-04:00,6/27/19,13,9.514987551,CAD,FR
21,bronze,year,2022-06-10T20:45:38-04:00,6/11/23,84,84,USD,US
87,bronze,month,2021-12-04T20:50:40-05:00,2/27/22,12,12,USD,BG
69,bronze,year,2020-12-19T07:14:58-05:00,12/19/21,59.95,59.95,USD,US
13,bronze,month,2022-02-26T20:20:25-05:00,3/27/22,12,8.401866682,AUD,AU
29,bronze,month,2021-05-19T13:48:22-04:00,6/19/21,6.99,6.99,USD,US
56,bronze,month,2020-05-21T04:00:52-04:00,6/21/20,12,12,USD,US
79,bronze,month,2019-11-26T04:49:03-05:00,12/26/19,12,8.070407309,AUD,AU
55,silver,month,2021-01-28T16:23:22-05:00,2/28/21,24.99,24.99,USD,US
6,bronze,month,2020-10-03T03:42:37-04:00,11/3/20,10,11.51426467,EUR,IT
65,bronze,month,2022-02-19T22:28:36-05:00,3/20/22,9.95,9.95,USD,US
60,bronze,year,2022-10-12T23:21:18-04:00,10/13/23,84,84,USD,US
58,bronze,year,2021-01-09T07:54:29-05:00,1/9/22,84,84,USD,US
8,bronze,month,2023-02-17T19:57:07-05:00,3/18/23,12,12,USD,CH
86,bronze,month,2019-07-25T07:05:26-04:00,8/25/19,12,12,USD,US
53,bronze,month,2022-10-13T23:14:17-04:00,11/14/22,16,11.01561685,SGD,SG
51,bronze,year,2022-12-31T22:41:32-05:00,1/1/24,84,84,USD,US
38,bronze,year,2021-07-20T00:05:20-04:00,7/20/22,59.95,59.95,USD,US
33,bronze,month,2021-06-12T18:52:07-04:00,7/12/21,,,,PT
79,bronze,month,2021-06-21T22:03:22-04:00,7/22/21,12,12,USD,US
58,bronze,month,2019-09-05T01:06:07-04:00,10/5/19,12,8.04686871,AUD,AU
34,bronze,year,2021-10-25T21:08:31-04:00,10/26/22,84,84,USD,US
82,bronze,month,2019-09-20T05:30:18-04:00,10/20/19,800,12.08348344,RUB,RU
32,bronze,month,2020-01-29T23:00:18-05:00,4/17/21,0,0,USD,US
32,bronze,month,2021-12-17T12:07:23-05:00,1/17/22,12,12,USD,US
0,bronze,year,2019-02-03T01:05:13-05:00,2/3/20,101,70.81885019,AUD,AU
38,bronze,month,2019-12-19T05:13:07-05:00,1/19/20,12,12,USD,US
86,bronze,month,2019-08-28T04:45:43-04:00,9/28/19,10,11.98273417,GBP,GB
45,bronze,month,2019-07-11T07:47:49-04:00,8/11/19,11,10.99797565,CHF,CH
87,bronze,month,2021-01-27T07:41:32-05:00,2/27/21,12,12,USD,US
36,bronze,month,2022-10-04T00:00:52-04:00,11/4/22,12,12,USD,US
87,silver,year,2019-11-04T03:46:22-05:00,11/4/20,240,240,USD,ZW
14,silver,year,2020-05-24T07:19:11-04:00,5/24/21,199,199,USD,US
17,bronze,month,2021-11-22T21:12:34-05:00,12/23/21,12,12,USD,US
5,bronze,month,2021-05-30T19:28:11-04:00,6/30/21,11.72,11.72,USD,US
37,bronze,year,2022-08-17T00:02:13-04:00,8/17/23,84,84,USD,US
5,bronze,month,2022-03-14T22:51:59-04:00,4/15/22,12,12,USD,US
26,silver,month,2022-11-22T00:28:41-05:00,12/22/22,24.99,24.99,USD,US
21,bronze,year,2019-03-08T07:32:21-05:00,3/8/20,59.95,59.95,USD,US
5,bronze,month,2019-01-13T05:10:31-05:00,2/13/19,9.95,9.95,USD,BR
30,bronze,year,2022-08-11T20:42:02-04:00,7/28/23,101,77.10710906,CAD,CA
7,bronze,year,2019-11-24T07:17:28-05:00,11/24/20,59.95,59.95,USD,US
58,bronze,month,2021-09-25T21:46:07-04:00,10/26/21,12,12,USD,US
70,bronze,month,2022-05-26T21:37:50-04:00,6/27/22,12,12,USD,US
16,bronze,year,2021-10-19T03:43:22-04:00,10/18/22,69,79.09874472,EUR,FR
34,bronze,month,2019-09-27T07:09:58-04:00,10/27/19,12,12,USD,US
19,bronze,year,2021-04-08T17:45:59-04:00,4/8/22,84,84,USD,US
24,bronze,month,2022-09-18T23:49:32-04:00,10/19/22,12,12,USD,US
85,bronze,month,2020-11-24T03:35:24-05:00,12/24/20,12,12,USD,US
50,bronze,month,2020-09-25T04:09:09-04:00,10/25/20,10,11.63838242,EUR,BR
33,bronze,year,2019-07-28T13:29:55-04:00,7/28/20,59.95,59.95,USD,US
17,silver,year,2019-05-09T04:50:27-04:00,5/9/20,189,238.5578149,GBP,GB
89,bronze,year,2021-04-23T23:30:59-04:00,4/18/22,59.95,59.95,USD,US
4,bronze,month,2021-11-18T20:59:02-05:00,12/19/21,12,12,USD,US
74,bronze,month,2020-02-29T08:54:11-05:00,3/31/20,12,7.843605433,AUD,AU
76,bronze,month,2021-08-17T22:01:13-04:00,9/18/21,9.95,9.95,USD,US
26,bronze,year,2020-03-31T06:05:50-04:00,3/31/21,59.95,59.95,USD,CA
46,silver,year,2020-04-18T05:27:24-04:00,4/18/21,180,180,USD,US
2,bronze,month,2021-07-23T14:54:30-04:00,8/23/21,10,13.55437907,GBP,GB
89,silver,year,2019-11-11T18:30:37-05:00,11/11/20,599,599,USD,UY
58,bronze,month,2021-02-19T20:12:44-05:00,3/19/21,11.89,11.89,USD,US
42,bronze,month,2020-10-03T04:03:00-04:00,11/3/20,12,12,USD,AR
84,silver,month,2022-08-28T02:05:41-04:00,9/28/22,24.99,24.99,USD,US
15,bronze,month,2020-07-04T17:53:32-04:00,8/4/20,11.59,11.59,USD,ZA
3,bronze,year,2020-03-19T03:48:36-04:00,3/19/21,101,70.97707458,CAD,CA
5,bronze,month,2021-03-20T23:31:18-04:00,4/21/21,10,11.79327342,EUR,ES
64,bronze,month,2022-04-07T21:44:09-04:00,5/7/22,11.54,11.54,USD,US
18,bronze,year,2020-06-08T14:15:06-04:00,6/8/21,1080,48.11240495,MXN,MX
25,silver,month,2022-04-15T14:53:41-04:00,5/15/22,24.99,24.99,USD,US
52,bronze,month,2022-01-04T09:21:34-05:00,2/4/22,11.64,11.64,USD,
